date,zone,temp_celsius
1/1/2015 12:00,Colombo,27.144928
1/1/2015 12:00,Dehiwala,27.144928
1/1/2015 12:00,Homagama,26.995514
1/1/2015 12:00,Kaduwela,26.898834
1/1/2015 12:00,Kesbewa,27.217194
1/1/2015 12:00,Kolonnawa,27.144928
1/1/2015 12:00,Maharagama,27.144928
1/1/2015 12:00,Moratuwa,27.217194
1/1/2015 12:00,Padukka,26.365631
1/1/2015 12:00,Ratmalana,27.217194
1/1/2015 12:00,Seethawaka,26.273834
1/1/2015 12:00,Sri Jayawardanapura Kotte,27.144928
1/1/2015 12:00,Thimbirigasyaya,27.144928
1/2/2015 12:00,Colombo,27.40512
1/2/2015 12:00,Dehiwala,27.40512
1/2/2015 12:00,Homagama,27.44516
1/2/2015 12:00,Kaduwela,27.40512
1/2/2015 12:00,Kesbewa,27.471527
1/2/2015 12:00,Kolonnawa,27.40512
1/2/2015 12:00,Maharagama,27.40512
1/2/2015 12:00,Moratuwa,27.471527
1/2/2015 12:00,Padukka,26.943207
1/2/2015 12:00,Ratmalana,27.471527
1/2/2015 12:00,Seethawaka,26.999847
1/2/2015 12:00,Sri Jayawardanapura Kotte,27.40512
1/2/2015 12:00,Thimbirigasyaya,27.40512
1/3/2015 12:00,Colombo,27.601562
1/3/2015 12:00,Dehiwala,27.601562
1/3/2015 12:00,Homagama,27.854492
1/3/2015 12:00,Kaduwela,27.886719
1/3/2015 12:00,Kesbewa,27.597656
1/3/2015 12:00,Kolonnawa,27.601562
1/3/2015 12:00,Maharagama,27.601562
1/3/2015 12:00,Moratuwa,27.597656
1/3/2015 12:00,Padukka,27.753906
1/3/2015 12:00,Ratmalana,27.597656
1/3/2015 12:00,Seethawaka,27.957031
1/3/2015 12:00,Sri Jayawardanapura Kotte,27.601562
1/3/2015 12:00,Thimbirigasyaya,27.601562
1/4/2015 12:00,Colombo,27.826996
1/4/2015 12:00,Dehiwala,27.826996
1/4/2015 12:00,Homagama,27.956879
1/4/2015 12:00,Kaduwela,28.008636
1/4/2015 12:00,Kesbewa,27.772308
1/4/2015 12:00,Kolonnawa,27.826996
1/4/2015 12:00,Maharagama,27.826996
1/4/2015 12:00,Moratuwa,27.772308
1/4/2015 12:00,Padukka,27.647308
1/4/2015 12:00,Ratmalana,27.772308
1/4/2015 12:00,Seethawaka,27.862152
1/4/2015 12:00,Sri Jayawardanapura Kotte,27.826996
1/4/2015 12:00,Thimbirigasyaya,27.826996
1/5/2015 12:00,Colombo,28.333405
1/5/2015 12:00,Dehiwala,28.333405
1/5/2015 12:00,Homagama,28.088287
1/5/2015 12:00,Kaduwela,28.251373
1/5/2015 12:00,Kesbewa,28.026764
1/5/2015 12:00,Kolonnawa,28.333405
1/5/2015 12:00,Maharagama,28.333405
1/5/2015 12:00,Moratuwa,28.026764
1/5/2015 12:00,Padukka,27.347076
1/5/2015 12:00,Ratmalana,28.026764
1/5/2015 12:00,Seethawaka,27.763092
1/5/2015 12:00,Sri Jayawardanapura Kotte,28.333405
1/5/2015 12:00,Thimbirigasyaya,28.333405
1/6/2015 12:00,Colombo,28.017853
1/6/2015 12:00,Dehiwala,28.017853
1/6/2015 12:00,Homagama,28.105743
1/6/2015 12:00,Kaduwela,28.053009
1/6/2015 12:00,Kesbewa,28.19168
1/6/2015 12:00,Kolonnawa,28.017853
1/6/2015 12:00,Maharagama,28.017853
1/6/2015 12:00,Moratuwa,28.19168
1/6/2015 12:00,Padukka,27.519806
1/6/2015 12:00,Ratmalana,28.19168
1/6/2015 12:00,Seethawaka,27.653595
1/6/2015 12:00,Sri Jayawardanapura Kotte,28.017853
1/6/2015 12:00,Thimbirigasyaya,28.017853
1/7/2015 12:00,Colombo,27.871368
1/7/2015 12:00,Dehiwala,27.871368
1/7/2015 12:00,Homagama,27.896759
1/7/2015 12:00,Kaduwela,27.867462
1/7/2015 12:00,Kesbewa,27.88504
1/7/2015 12:00,Kolonnawa,27.871368
1/7/2015 12:00,Maharagama,27.871368
1/7/2015 12:00,Moratuwa,27.88504
1/7/2015 12:00,Padukka,27.337189
1/7/2015 12:00,Ratmalana,27.88504
1/7/2015 12:00,Seethawaka,27.38797
1/7/2015 12:00,Sri Jayawardanapura Kotte,27.871368
1/7/2015 12:00,Thimbirigasyaya,27.871368
1/8/2015 12:00,Colombo,28.464386
1/8/2015 12:00,Dehiwala,28.464386
1/8/2015 12:00,Homagama,28.496613
1/8/2015 12:00,Kaduwela,28.519073
1/8/2015 12:00,Kesbewa,28.36673
1/8/2015 12:00,Kolonnawa,28.464386
1/8/2015 12:00,Maharagama,28.464386
1/8/2015 12:00,Moratuwa,28.36673
1/8/2015 12:00,Padukka,27.77298
1/8/2015 12:00,Ratmalana,28.36673
1/8/2015 12:00,Seethawaka,27.92923
1/8/2015 12:00,Sri Jayawardanapura Kotte,28.464386
1/8/2015 12:00,Thimbirigasyaya,28.464386
1/9/2015 12:00,Colombo,28.733368
1/9/2015 12:00,Dehiwala,28.733368
1/9/2015 12:00,Homagama,28.699188
1/9/2015 12:00,Kaduwela,28.694305
1/9/2015 12:00,Kesbewa,28.6279
1/9/2015 12:00,Kolonnawa,28.733368
1/9/2015 12:00,Maharagama,28.733368
1/9/2015 12:00,Moratuwa,28.6279
1/9/2015 12:00,Padukka,27.770477
1/9/2015 12:00,Ratmalana,28.6279
1/9/2015 12:00,Seethawaka,27.912079
1/9/2015 12:00,Sri Jayawardanapura Kotte,28.733368
1/9/2015 12:00,Thimbirigasyaya,28.733368
1/10/2015 12:00,Colombo,28.456085
1/10/2015 12:00,Dehiwala,28.456085
1/10/2015 12:00,Homagama,28.473663
1/10/2015 12:00,Kaduwela,28.319366
1/10/2015 12:00,Kesbewa,28.698273
1/10/2015 12:00,Kolonnawa,28.456085
1/10/2015 12:00,Maharagama,28.456085
1/10/2015 12:00,Moratuwa,28.698273
1/10/2015 12:00,Padukka,27.603546
1/10/2015 12:00,Ratmalana,28.698273
1/10/2015 12:00,Seethawaka,27.513702
1/10/2015 12:00,Sri Jayawardanapura Kotte,28.456085
1/10/2015 12:00,Thimbirigasyaya,28.456085
1/11/2015 12:00,Colombo,27.658966
1/11/2015 12:00,Dehiwala,27.658966
1/11/2015 12:00,Homagama,27.621857
1/11/2015 12:00,Kaduwela,27.46756
1/11/2015 12:00,Kesbewa,27.948029
1/11/2015 12:00,Kolonnawa,27.658966
1/11/2015 12:00,Maharagama,27.658966
1/11/2015 12:00,Moratuwa,27.948029
1/11/2015 12:00,Padukka,26.678497
1/11/2015 12:00,Ratmalana,27.948029
1/11/2015 12:00,Seethawaka,26.62088
1/11/2015 12:00,Sri Jayawardanapura Kotte,27.658966
1/11/2015 12:00,Thimbirigasyaya,27.658966
1/12/2015 12:00,Colombo,27.901947
1/12/2015 12:00,Dehiwala,27.901947
1/12/2015 12:00,Homagama,27.796478
1/12/2015 12:00,Kaduwela,27.68515
1/12/2015 12:00,Kesbewa,28.042572
1/12/2015 12:00,Kolonnawa,27.901947
1/12/2015 12:00,Maharagama,27.901947
1/12/2015 12:00,Moratuwa,28.042572
1/12/2015 12:00,Padukka,26.761322
1/12/2015 12:00,Ratmalana,28.042572
1/12/2015 12:00,Seethawaka,26.72226
1/12/2015 12:00,Sri Jayawardanapura Kotte,27.901947
1/12/2015 12:00,Thimbirigasyaya,27.901947
1/13/2015 12:00,Colombo,28.881622
1/13/2015 12:00,Dehiwala,28.881622
1/13/2015 12:00,Homagama,28.960724
1/13/2015 12:00,Kaduwela,28.81131
1/13/2015 12:00,Kesbewa,29.047638
1/13/2015 12:00,Kolonnawa,28.881622
1/13/2015 12:00,Maharagama,28.881622
1/13/2015 12:00,Moratuwa,29.047638
1/13/2015 12:00,Padukka,27.988068
1/13/2015 12:00,Ratmalana,29.047638
1/13/2015 12:00,Seethawaka,27.929474
1/13/2015 12:00,Sri Jayawardanapura Kotte,28.881622
1/13/2015 12:00,Thimbirigasyaya,28.881622
1/14/2015 12:00,Colombo,29.02005
1/14/2015 12:00,Dehiwala,29.02005
1/14/2015 12:00,Homagama,28.847198
1/14/2015 12:00,Kaduwela,29.041534
1/14/2015 12:00,Kesbewa,28.572784
1/14/2015 12:00,Kolonnawa,29.02005
1/14/2015 12:00,Maharagama,29.02005
1/14/2015 12:00,Moratuwa,28.572784
1/14/2015 12:00,Padukka,28.034698
1/14/2015 12:00,Ratmalana,28.572784
1/14/2015 12:00,Seethawaka,28.34134
1/14/2015 12:00,Sri Jayawardanapura Kotte,29.02005
1/14/2015 12:00,Thimbirigasyaya,29.02005
1/15/2015 12:00,Colombo,28.98758
1/15/2015 12:00,Dehiwala,28.98758
1/15/2015 12:00,Homagama,28.730743
1/15/2015 12:00,Kaduwela,28.80008
1/15/2015 12:00,Kesbewa,28.753204
1/15/2015 12:00,Kolonnawa,28.98758
1/15/2015 12:00,Maharagama,28.98758
1/15/2015 12:00,Moratuwa,28.753204
1/15/2015 12:00,Padukka,27.57547
1/15/2015 12:00,Ratmalana,28.753204
1/15/2015 12:00,Seethawaka,27.861603
1/15/2015 12:00,Sri Jayawardanapura Kotte,28.98758
1/15/2015 12:00,Thimbirigasyaya,28.98758
1/16/2015 12:00,Colombo,28.72116
1/16/2015 12:00,Dehiwala,28.72116
1/16/2015 12:00,Homagama,28.431122
1/16/2015 12:00,Kaduwela,28.582489
1/16/2015 12:00,Kesbewa,28.432098
1/16/2015 12:00,Kolonnawa,28.72116
1/16/2015 12:00,Maharagama,28.72116
1/16/2015 12:00,Moratuwa,28.432098
1/16/2015 12:00,Padukka,27.568817
1/16/2015 12:00,Ratmalana,28.432098
1/16/2015 12:00,Seethawaka,27.965302
1/16/2015 12:00,Sri Jayawardanapura Kotte,28.72116
1/16/2015 12:00,Thimbirigasyaya,28.72116
1/17/2015 12:00,Colombo,29.636566
1/17/2015 12:00,Dehiwala,29.636566
1/17/2015 12:00,Homagama,29.088715
1/17/2015 12:00,Kaduwela,29.480316
1/17/2015 12:00,Kesbewa,28.831879
1/17/2015 12:00,Kolonnawa,29.636566
1/17/2015 12:00,Maharagama,29.636566
1/17/2015 12:00,Moratuwa,28.831879
1/17/2015 12:00,Padukka,28.065277
1/17/2015 12:00,Ratmalana,28.831879
1/17/2015 12:00,Seethawaka,28.82016
1/17/2015 12:00,Sri Jayawardanapura Kotte,29.636566
1/17/2015 12:00,Thimbirigasyaya,29.636566
1/18/2015 12:00,Colombo,30.529327
1/18/2015 12:00,Dehiwala,30.529327
1/18/2015 12:00,Homagama,30.251984
1/18/2015 12:00,Kaduwela,30.392609
1/18/2015 12:00,Kesbewa,30.179718
1/18/2015 12:00,Kolonnawa,30.529327
1/18/2015 12:00,Maharagama,30.529327
1/18/2015 12:00,Moratuwa,30.179718
1/18/2015 12:00,Padukka,29.34085
1/18/2015 12:00,Ratmalana,30.179718
1/18/2015 12:00,Seethawaka,29.573273
1/18/2015 12:00,Sri Jayawardanapura Kotte,30.529327
1/18/2015 12:00,Thimbirigasyaya,30.529327
1/19/2015 12:00,Colombo,31.022491
1/19/2015 12:00,Dehiwala,31.022491
1/19/2015 12:00,Homagama,30.542023
1/19/2015 12:00,Kaduwela,30.842804
1/19/2015 12:00,Kesbewa,30.387726
1/19/2015 12:00,Kolonnawa,31.022491
1/19/2015 12:00,Maharagama,31.022491
1/19/2015 12:00,Moratuwa,30.387726
1/19/2015 12:00,Padukka,29.208038
1/19/2015 12:00,Ratmalana,30.387726
1/19/2015 12:00,Seethawaka,29.951202
1/19/2015 12:00,Sri Jayawardanapura Kotte,31.022491
1/19/2015 12:00,Thimbirigasyaya,31.022491
1/20/2015 12:00,Colombo,30.787811
1/20/2015 12:00,Dehiwala,30.787811
1/20/2015 12:00,Homagama,30.602264
1/20/2015 12:00,Kaduwela,30.690155
1/20/2015 12:00,Kesbewa,30.416718
1/20/2015 12:00,Kolonnawa,30.787811
1/20/2015 12:00,Maharagama,30.787811
1/20/2015 12:00,Moratuwa,30.416718
1/20/2015 12:00,Padukka,29.416718
1/20/2015 12:00,Ratmalana,30.416718
1/20/2015 12:00,Seethawaka,29.697968
1/20/2015 12:00,Sri Jayawardanapura Kotte,30.787811
1/20/2015 12:00,Thimbirigasyaya,30.787811
1/21/2015 12:00,Colombo,30.822723
1/21/2015 12:00,Dehiwala,30.822723
1/21/2015 12:00,Homagama,30.641083
1/21/2015 12:00,Kaduwela,30.682098
1/21/2015 12:00,Kesbewa,30.512177
1/21/2015 12:00,Kolonnawa,30.822723
1/21/2015 12:00,Maharagama,30.822723
1/21/2015 12:00,Moratuwa,30.512177
1/21/2015 12:00,Padukka,29.523895
1/21/2015 12:00,Ratmalana,30.512177
1/21/2015 12:00,Seethawaka,29.734833
1/21/2015 12:00,Sri Jayawardanapura Kotte,30.822723
1/21/2015 12:00,Thimbirigasyaya,30.822723
1/22/2015 12:00,Colombo,30.263885
1/22/2015 12:00,Dehiwala,30.263885
1/22/2015 12:00,Homagama,29.869354
1/22/2015 12:00,Kaduwela,30.121307
1/22/2015 12:00,Kesbewa,29.656464
1/22/2015 12:00,Kolonnawa,30.263885
1/22/2015 12:00,Maharagama,30.263885
1/22/2015 12:00,Moratuwa,29.656464
1/22/2015 12:00,Padukka,28.825409
1/22/2015 12:00,Ratmalana,29.656464
1/22/2015 12:00,Seethawaka,29.358612
1/22/2015 12:00,Sri Jayawardanapura Kotte,30.263885
1/22/2015 12:00,Thimbirigasyaya,30.263885
1/23/2015 12:00,Colombo,30.484894
1/23/2015 12:00,Dehiwala,30.484894
1/23/2015 12:00,Homagama,30.003448
1/23/2015 12:00,Kaduwela,30.354034
1/23/2015 12:00,Kesbewa,29.63919
1/23/2015 12:00,Kolonnawa,30.484894
1/23/2015 12:00,Maharagama,30.484894
1/23/2015 12:00,Moratuwa,29.63919
1/23/2015 12:00,Padukka,28.990753
1/23/2015 12:00,Ratmalana,29.63919
1/23/2015 12:00,Seethawaka,29.649933
1/23/2015 12:00,Sri Jayawardanapura Kotte,30.484894
1/23/2015 12:00,Thimbirigasyaya,30.484894
1/24/2015 12:00,Colombo,29.560333
1/24/2015 12:00,Dehiwala,29.560333
1/24/2015 12:00,Homagama,28.337677
1/24/2015 12:00,Kaduwela,28.673615
1/24/2015 12:00,Kesbewa,28.757599
1/24/2015 12:00,Kolonnawa,29.560333
1/24/2015 12:00,Maharagama,29.560333
1/24/2015 12:00,Moratuwa,28.757599
1/24/2015 12:00,Padukka,26.368927
1/24/2015 12:00,Ratmalana,28.757599
1/24/2015 12:00,Seethawaka,27.091583
1/24/2015 12:00,Sri Jayawardanapura Kotte,29.560333
1/24/2015 12:00,Thimbirigasyaya,29.560333
1/25/2015 12:00,Colombo,29.82547
1/25/2015 12:00,Dehiwala,29.82547
1/25/2015 12:00,Homagama,28.930939
1/25/2015 12:00,Kaduwela,29.346954
1/25/2015 12:00,Kesbewa,29.001251
1/25/2015 12:00,Kolonnawa,29.82547
1/25/2015 12:00,Maharagama,29.82547
1/25/2015 12:00,Moratuwa,29.001251
1/25/2015 12:00,Padukka,27.392853
1/25/2015 12:00,Ratmalana,29.001251
1/25/2015 12:00,Seethawaka,28.251251
1/25/2015 12:00,Sri Jayawardanapura Kotte,29.82547
1/25/2015 12:00,Thimbirigasyaya,29.82547
1/26/2015 12:00,Colombo,31.128082
1/26/2015 12:00,Dehiwala,31.128082
1/26/2015 12:00,Homagama,30.48648
1/26/2015 12:00,Kaduwela,30.856598
1/26/2015 12:00,Kesbewa,30.403473
1/26/2015 12:00,Kolonnawa,31.128082
1/26/2015 12:00,Maharagama,31.128082
1/26/2015 12:00,Moratuwa,30.403473
1/26/2015 12:00,Padukka,29.196442
1/26/2015 12:00,Ratmalana,30.403473
1/26/2015 12:00,Seethawaka,29.903473
1/26/2015 12:00,Sri Jayawardanapura Kotte,31.128082
1/26/2015 12:00,Thimbirigasyaya,31.128082
1/27/2015 12:00,Colombo,29.773224
1/27/2015 12:00,Dehiwala,29.773224
1/27/2015 12:00,Homagama,29.104279
1/27/2015 12:00,Kaduwela,29.49588
1/27/2015 12:00,Kesbewa,28.999786
1/27/2015 12:00,Kolonnawa,29.773224
1/27/2015 12:00,Maharagama,29.773224
1/27/2015 12:00,Moratuwa,28.999786
1/27/2015 12:00,Padukka,27.945099
1/27/2015 12:00,Ratmalana,28.999786
1/27/2015 12:00,Seethawaka,28.703888
1/27/2015 12:00,Sri Jayawardanapura Kotte,29.773224
1/27/2015 12:00,Thimbirigasyaya,29.773224
1/28/2015 12:00,Colombo,30.489777
1/28/2015 12:00,Dehiwala,30.489777
1/28/2015 12:00,Homagama,29.90384
1/28/2015 12:00,Kaduwela,30.159698
1/28/2015 12:00,Kesbewa,29.899933
1/28/2015 12:00,Kolonnawa,30.489777
1/28/2015 12:00,Maharagama,30.489777
1/28/2015 12:00,Moratuwa,29.899933
1/28/2015 12:00,Padukka,28.883331
1/28/2015 12:00,Ratmalana,29.899933
1/28/2015 12:00,Seethawaka,29.29544
1/28/2015 12:00,Sri Jayawardanapura Kotte,30.489777
1/28/2015 12:00,Thimbirigasyaya,30.489777
1/29/2015 12:00,Colombo,25.577057
1/29/2015 12:00,Dehiwala,25.577057
1/29/2015 12:00,Homagama,25.106354
1/29/2015 12:00,Kaduwela,25.17276
1/29/2015 12:00,Kesbewa,25.569244
1/29/2015 12:00,Kolonnawa,25.577057
1/29/2015 12:00,Maharagama,25.577057
1/29/2015 12:00,Moratuwa,25.569244
1/29/2015 12:00,Padukka,24.50772
1/29/2015 12:00,Ratmalana,25.569244
1/29/2015 12:00,Seethawaka,24.536041
1/29/2015 12:00,Sri Jayawardanapura Kotte,25.577057
1/29/2015 12:00,Thimbirigasyaya,25.577057
1/30/2015 12:00,Colombo,28.272614
1/30/2015 12:00,Dehiwala,28.272614
1/30/2015 12:00,Homagama,27.45523
1/30/2015 12:00,Kaduwela,27.674957
1/30/2015 12:00,Kesbewa,27.661285
1/30/2015 12:00,Kolonnawa,28.272614
1/30/2015 12:00,Maharagama,28.272614
1/30/2015 12:00,Moratuwa,27.661285
1/30/2015 12:00,Padukka,26.14566
1/30/2015 12:00,Ratmalana,27.661285
1/30/2015 12:00,Seethawaka,26.646637
1/30/2015 12:00,Sri Jayawardanapura Kotte,28.272614
1/30/2015 12:00,Thimbirigasyaya,28.272614
1/31/2015 12:00,Colombo,29.846222
1/31/2015 12:00,Dehiwala,29.846222
1/31/2015 12:00,Homagama,29.825714
1/31/2015 12:00,Kaduwela,29.938019
1/31/2015 12:00,Kesbewa,29.635284
1/31/2015 12:00,Kolonnawa,29.846222
1/31/2015 12:00,Maharagama,29.846222
1/31/2015 12:00,Moratuwa,29.635284
1/31/2015 12:00,Padukka,29.384308
1/31/2015 12:00,Ratmalana,29.635284
1/31/2015 12:00,Seethawaka,29.587433
1/31/2015 12:00,Sri Jayawardanapura Kotte,29.846222
1/31/2015 12:00,Thimbirigasyaya,29.846222
2/1/2015 12:00,Colombo,30.256744
2/1/2015 12:00,Dehiwala,30.256744
2/1/2015 12:00,Homagama,30.146393
2/1/2015 12:00,Kaduwela,30.2919
2/1/2015 12:00,Kesbewa,29.944244
2/1/2015 12:00,Kolonnawa,30.256744
2/1/2015 12:00,Maharagama,30.256744
2/1/2015 12:00,Moratuwa,29.944244
2/1/2015 12:00,Padukka,29.44815
2/1/2015 12:00,Ratmalana,29.944244
2/1/2015 12:00,Seethawaka,29.73233
2/1/2015 12:00,Sri Jayawardanapura Kotte,30.256744
2/1/2015 12:00,Thimbirigasyaya,30.256744
2/2/2015 12:00,Colombo,29.550323
2/2/2015 12:00,Dehiwala,29.550323
2/2/2015 12:00,Homagama,28.706573
2/2/2015 12:00,Kaduwela,28.952667
2/2/2015 12:00,Kesbewa,28.981964
2/2/2015 12:00,Kolonnawa,29.550323
2/2/2015 12:00,Maharagama,29.550323
2/2/2015 12:00,Moratuwa,28.981964
2/2/2015 12:00,Padukka,27.106964
2/2/2015 12:00,Ratmalana,28.981964
2/2/2015 12:00,Seethawaka,27.837433
2/2/2015 12:00,Sri Jayawardanapura Kotte,29.550323
2/2/2015 12:00,Thimbirigasyaya,29.550323
2/3/2015 12:00,Colombo,27.593475
2/3/2015 12:00,Dehiwala,27.593475
2/3/2015 12:00,Homagama,27.23703
2/3/2015 12:00,Kaduwela,27.329803
2/3/2015 12:00,Kesbewa,27.429413
2/3/2015 12:00,Kolonnawa,27.593475
2/3/2015 12:00,Maharagama,27.593475
2/3/2015 12:00,Moratuwa,27.429413
2/3/2015 12:00,Padukka,26.166718
2/3/2015 12:00,Ratmalana,27.429413
2/3/2015 12:00,Seethawaka,26.697968
2/3/2015 12:00,Sri Jayawardanapura Kotte,27.593475
2/3/2015 12:00,Thimbirigasyaya,27.593475
2/4/2015 12:00,Colombo,28.463287
2/4/2015 12:00,Dehiwala,28.463287
2/4/2015 12:00,Homagama,28.172272
2/4/2015 12:00,Kaduwela,28.219147
2/4/2015 12:00,Kesbewa,28.365631
2/4/2015 12:00,Kolonnawa,28.463287
2/4/2015 12:00,Maharagama,28.463287
2/4/2015 12:00,Moratuwa,28.365631
2/4/2015 12:00,Padukka,27.179108
2/4/2015 12:00,Ratmalana,28.365631
2/4/2015 12:00,Seethawaka,27.522858
2/4/2015 12:00,Sri Jayawardanapura Kotte,28.463287
2/4/2015 12:00,Thimbirigasyaya,28.463287
2/5/2015 12:00,Colombo,28.765472
2/5/2015 12:00,Dehiwala,28.765472
2/5/2015 12:00,Homagama,28.25766
2/5/2015 12:00,Kaduwela,28.525238
2/5/2015 12:00,Kesbewa,28.187347
2/5/2015 12:00,Kolonnawa,28.765472
2/5/2015 12:00,Maharagama,28.765472
2/5/2015 12:00,Moratuwa,28.187347
2/5/2015 12:00,Padukka,27.205902
2/5/2015 12:00,Ratmalana,28.187347
2/5/2015 12:00,Seethawaka,27.91098
2/5/2015 12:00,Sri Jayawardanapura Kotte,28.765472
2/5/2015 12:00,Thimbirigasyaya,28.765472
2/6/2015 12:00,Colombo,26.847198
2/6/2015 12:00,Dehiwala,26.847198
2/6/2015 12:00,Homagama,26.227081
2/6/2015 12:00,Kaduwela,26.513214
2/6/2015 12:00,Kesbewa,26.34134
2/6/2015 12:00,Kolonnawa,26.847198
2/6/2015 12:00,Maharagama,26.847198
2/6/2015 12:00,Moratuwa,26.34134
2/6/2015 12:00,Padukka,25.379425
2/6/2015 12:00,Ratmalana,26.34134
2/6/2015 12:00,Seethawaka,25.874542
2/6/2015 12:00,Sri Jayawardanapura Kotte,26.847198
2/6/2015 12:00,Thimbirigasyaya,26.847198
2/7/2015 12:00,Colombo,30.734467
2/7/2015 12:00,Dehiwala,30.734467
2/7/2015 12:00,Homagama,30.590912
2/7/2015 12:00,Kaduwela,30.79306
2/7/2015 12:00,Kesbewa,30.308685
2/7/2015 12:00,Kolonnawa,30.734467
2/7/2015 12:00,Maharagama,30.734467
2/7/2015 12:00,Moratuwa,30.308685
2/7/2015 12:00,Padukka,30.003021
2/7/2015 12:00,Ratmalana,30.308685
2/7/2015 12:00,Seethawaka,30.129974
2/7/2015 12:00,Sri Jayawardanapura Kotte,30.734467
2/7/2015 12:00,Thimbirigasyaya,30.734467
2/8/2015 12:00,Colombo,30.76535
2/8/2015 12:00,Dehiwala,30.76535
2/8/2015 12:00,Homagama,30.600311
2/8/2015 12:00,Kaduwela,30.818085
2/8/2015 12:00,Kesbewa,30.286835
2/8/2015 12:00,Kolonnawa,30.76535
2/8/2015 12:00,Maharagama,30.76535
2/8/2015 12:00,Moratuwa,30.286835
2/8/2015 12:00,Padukka,30.13742
2/8/2015 12:00,Ratmalana,30.286835
2/8/2015 12:00,Seethawaka,30.344452
2/8/2015 12:00,Sri Jayawardanapura Kotte,30.76535
2/8/2015 12:00,Thimbirigasyaya,30.76535
2/9/2015 12:00,Colombo,27.881378
2/9/2015 12:00,Dehiwala,27.881378
2/9/2015 12:00,Homagama,27.583527
2/9/2015 12:00,Kaduwela,27.709503
2/9/2015 12:00,Kesbewa,27.695831
2/9/2015 12:00,Kolonnawa,27.881378
2/9/2015 12:00,Maharagama,27.881378
2/9/2015 12:00,Moratuwa,27.695831
2/9/2015 12:00,Padukka,26.677277
2/9/2015 12:00,Ratmalana,27.695831
2/9/2015 12:00,Seethawaka,27.195831
2/9/2015 12:00,Sri Jayawardanapura Kotte,27.881378
2/9/2015 12:00,Thimbirigasyaya,27.881378
2/10/2015 12:00,Colombo,26.426544
2/10/2015 12:00,Dehiwala,26.426544
2/10/2015 12:00,Homagama,26.1492
2/10/2015 12:00,Kaduwela,26.239044
2/10/2015 12:00,Kesbewa,26.221466
2/10/2015 12:00,Kolonnawa,26.426544
2/10/2015 12:00,Maharagama,26.426544
2/10/2015 12:00,Moratuwa,26.221466
2/10/2015 12:00,Padukka,25.418732
2/10/2015 12:00,Ratmalana,26.221466
2/10/2015 12:00,Seethawaka,25.732208
2/10/2015 12:00,Sri Jayawardanapura Kotte,26.426544
2/10/2015 12:00,Thimbirigasyaya,26.426544
2/11/2015 12:00,Colombo,26.432922
2/11/2015 12:00,Dehiwala,26.432922
2/11/2015 12:00,Homagama,26.379211
2/11/2015 12:00,Kaduwela,26.30597
2/11/2015 12:00,Kesbewa,26.51886
2/11/2015 12:00,Kolonnawa,26.432922
2/11/2015 12:00,Maharagama,26.432922
2/11/2015 12:00,Moratuwa,26.51886
2/11/2015 12:00,Padukka,25.876282
2/11/2015 12:00,Ratmalana,26.51886
2/11/2015 12:00,Seethawaka,25.880188
2/11/2015 12:00,Sri Jayawardanapura Kotte,26.432922
2/11/2015 12:00,Thimbirigasyaya,26.432922
2/12/2015 12:00,Colombo,27.53415
2/12/2015 12:00,Dehiwala,27.53415
2/12/2015 12:00,Homagama,27.186493
2/12/2015 12:00,Kaduwela,27.200165
2/12/2015 12:00,Kesbewa,27.348602
2/12/2015 12:00,Kolonnawa,27.53415
2/12/2015 12:00,Maharagama,27.53415
2/12/2015 12:00,Moratuwa,27.348602
2/12/2015 12:00,Padukka,26.421844
2/12/2015 12:00,Ratmalana,27.348602
2/12/2015 12:00,Seethawaka,26.52536
2/12/2015 12:00,Sri Jayawardanapura Kotte,27.53415
2/12/2015 12:00,Thimbirigasyaya,27.53415
2/13/2015 12:00,Colombo,27.492645
2/13/2015 12:00,Dehiwala,27.492645
2/13/2015 12:00,Homagama,26.72702
2/13/2015 12:00,Kaduwela,26.78952
2/13/2015 12:00,Kesbewa,27.424286
2/13/2015 12:00,Kolonnawa,27.492645
2/13/2015 12:00,Maharagama,27.492645
2/13/2015 12:00,Moratuwa,27.424286
2/13/2015 12:00,Padukka,25.861786
2/13/2015 12:00,Ratmalana,27.424286
2/13/2015 12:00,Seethawaka,25.924286
2/13/2015 12:00,Sri Jayawardanapura Kotte,27.492645
2/13/2015 12:00,Thimbirigasyaya,27.492645
2/14/2015 12:00,Colombo,29.298431
2/14/2015 12:00,Dehiwala,29.298431
2/14/2015 12:00,Homagama,29.170502
2/14/2015 12:00,Kaduwela,29.519135
2/14/2015 12:00,Kesbewa,28.6539
2/14/2015 12:00,Kolonnawa,29.298431
2/14/2015 12:00,Maharagama,29.298431
2/14/2015 12:00,Moratuwa,28.6539
2/14/2015 12:00,Padukka,28.825775
2/14/2015 12:00,Ratmalana,28.6539
2/14/2015 12:00,Seethawaka,29.53769
2/14/2015 12:00,Sri Jayawardanapura Kotte,29.298431
2/14/2015 12:00,Thimbirigasyaya,29.298431
2/15/2015 12:00,Colombo,29.40738
2/15/2015 12:00,Dehiwala,29.40738
2/15/2015 12:00,Homagama,29.343903
2/15/2015 12:00,Kaduwela,29.579254
2/15/2015 12:00,Kesbewa,28.80777
2/15/2015 12:00,Kolonnawa,29.40738
2/15/2015 12:00,Maharagama,29.40738
2/15/2015 12:00,Moratuwa,28.80777
2/15/2015 12:00,Padukka,28.903473
