date,zone,rainfall_mm
1/1/2015 12:00,Colombo,20.155764
1/1/2015 12:00,Dehiwala,20.155764
1/1/2015 12:00,Homagama,20.433462
1/1/2015 12:00,Kaduwela,22.438145
1/1/2015 12:00,Kesbewa,16.749
1/1/2015 12:00,Kolonnawa,20.155764
1/1/2015 12:00,Maharagama,20.155764
1/1/2015 12:00,Moratuwa,16.749
1/1/2015 12:00,Padukka,24.343945
1/1/2015 12:00,Ratmalana,16.749
1/1/2015 12:00,Seethawaka,29.479301
1/1/2015 12:00,Sri Jayawardanapura Kotte,20.155764
1/1/2015 12:00,Thimbirigasyaya,20.155764
1/2/2015 12:00,Colombo,0.35011768
1/2/2015 12:00,Dehiwala,0.35011768
1/2/2015 12:00,Homagama,0.7558465
1/2/2015 12:00,Kaduwela,0.75280666
1/2/2015 12:00,Kesbewa,0.44381618
1/2/2015 12:00,Kolonnawa,0.35011768
1/2/2015 12:00,Maharagama,0.35011768
1/2/2015 12:00,Moratuwa,0.44381618
1/2/2015 12:00,Padukka,1.3902783
1/2/2015 12:00,Ratmalana,0.44381618
1/2/2015 12:00,Seethawaka,1.4707446
1/2/2015 12:00,Sri Jayawardanapura Kotte,0.35011768
1/2/2015 12:00,Thimbirigasyaya,0.35011768
1/3/2015 12:00,Colombo,0.06176306
1/3/2015 12:00,Dehiwala,0.06176306
1/3/2015 12:00,Homagama,0.06176306
1/3/2015 12:00,Kaduwela,0.06176306
1/3/2015 12:00,Kesbewa,0.06176306
1/3/2015 12:00,Kolonnawa,0.06176306
1/3/2015 12:00,Maharagama,0.06176306
1/3/2015 12:00,Moratuwa,0.06176306
1/3/2015 12:00,Padukka,0.58863837
1/3/2015 12:00,Ratmalana,0.06176306
1/3/2015 12:00,Seethawaka,0.63575584
1/3/2015 12:00,Sri Jayawardanapura Kotte,0.06176306
1/3/2015 12:00,Thimbirigasyaya,0.06176306
1/4/2015 12:00,Colombo,0.7515907
1/4/2015 12:00,Dehiwala,0.7515907
1/4/2015 12:00,Homagama,0.73066956
1/4/2015 12:00,Kaduwela,0.62892437
1/4/2015 12:00,Kesbewa,0.79271793
1/4/2015 12:00,Kolonnawa,0.7515907
1/4/2015 12:00,Maharagama,0.7515907
1/4/2015 12:00,Moratuwa,0.79271793
1/4/2015 12:00,Padukka,5.3059816
1/4/2015 12:00,Ratmalana,0.79271793
1/4/2015 12:00,Seethawaka,4.160857
1/4/2015 12:00,Sri Jayawardanapura Kotte,0.7515907
1/4/2015 12:00,Thimbirigasyaya,0.7515907
1/5/2015 12:00,Colombo,21.842623
1/5/2015 12:00,Dehiwala,21.842623
1/5/2015 12:00,Homagama,26.002728
1/5/2015 12:00,Kaduwela,24.858498
1/5/2015 12:00,Kesbewa,23.325706
1/5/2015 12:00,Kolonnawa,21.842623
1/5/2015 12:00,Maharagama,21.842623
1/5/2015 12:00,Moratuwa,23.325706
1/5/2015 12:00,Padukka,34.500145
1/5/2015 12:00,Ratmalana,23.325706
1/5/2015 12:00,Seethawaka,29.896938
1/5/2015 12:00,Sri Jayawardanapura Kotte,21.842623
1/5/2015 12:00,Thimbirigasyaya,21.842623
1/6/2015 12:00,Colombo,24.644136
1/6/2015 12:00,Dehiwala,24.644136
1/6/2015 12:00,Homagama,20.184158
1/6/2015 12:00,Kaduwela,21.003841
1/6/2015 12:00,Kesbewa,22.796272
1/6/2015 12:00,Kolonnawa,24.644136
1/6/2015 12:00,Maharagama,24.644136
1/6/2015 12:00,Moratuwa,22.796272
1/6/2015 12:00,Padukka,29.531479
1/6/2015 12:00,Ratmalana,22.796272
1/6/2015 12:00,Seethawaka,21.814764
1/6/2015 12:00,Sri Jayawardanapura Kotte,24.644136
1/6/2015 12:00,Thimbirigasyaya,24.644136
1/7/2015 12:00,Colombo,0.076746926
1/7/2015 12:00,Dehiwala,0.076746926
1/7/2015 12:00,Homagama,0.4238248
1/7/2015 12:00,Kaduwela,0.1443386
1/7/2015 12:00,Kesbewa,0.44939518
1/7/2015 12:00,Kolonnawa,0.076746926
1/7/2015 12:00,Maharagama,0.076746926
1/7/2015 12:00,Moratuwa,0.44939518
1/7/2015 12:00,Padukka,4.8398137
1/7/2015 12:00,Ratmalana,0.44939518
1/7/2015 12:00,Seethawaka,1.0949135
1/7/2015 12:00,Sri Jayawardanapura Kotte,0.076746926
1/7/2015 12:00,Thimbirigasyaya,0.076746926
1/8/2015 12:00,Colombo,0.010442731
1/8/2015 12:00,Dehiwala,0.010442731
1/8/2015 12:00,Homagama,0.010442731
1/8/2015 12:00,Kaduwela,0.010442731
1/8/2015 12:00,Kesbewa,0.010442731
1/8/2015 12:00,Kolonnawa,0.010442731
1/8/2015 12:00,Maharagama,0.010442731
1/8/2015 12:00,Moratuwa,0.010442731
1/8/2015 12:00,Padukka,0.012588498
1/8/2015 12:00,Ratmalana,0.010442731
1/8/2015 12:00,Seethawaka,0.010442731
1/8/2015 12:00,Sri Jayawardanapura Kotte,0.010442731
1/8/2015 12:00,Thimbirigasyaya,0.010442731
1/9/2015 12:00,Colombo,0.12856722
1/9/2015 12:00,Dehiwala,0.12856722
1/9/2015 12:00,Homagama,0.10058284
1/9/2015 12:00,Kaduwela,0.083863735
1/9/2015 12:00,Kesbewa,0.16504526
1/9/2015 12:00,Kolonnawa,0.12856722
1/9/2015 12:00,Maharagama,0.12856722
1/9/2015 12:00,Moratuwa,0.16504526
1/9/2015 12:00,Padukka,0.17255545
1/9/2015 12:00,Ratmalana,0.16504526
1/9/2015 12:00,Seethawaka,0.027447939
1/9/2015 12:00,Sri Jayawardanapura Kotte,0.12856722
1/9/2015 12:00,Thimbirigasyaya,0.12856722
1/10/2015 12:00,Colombo,0.02315274
1/10/2015 12:00,Dehiwala,0.02315274
1/10/2015 12:00,Homagama,0.0354909
1/10/2015 12:00,Kaduwela,0.024225622
1/10/2015 12:00,Kesbewa,0.044789225
1/10/2015 12:00,Kolonnawa,0.02315274
1/10/2015 12:00,Maharagama,0.02315274
1/10/2015 12:00,Moratuwa,0.044789225
1/10/2015 12:00,Padukka,0.925269
1/10/2015 12:00,Ratmalana,0.044789225
1/10/2015 12:00,Seethawaka,0.1035296
1/10/2015 12:00,Sri Jayawardanapura Kotte,0.02315274
1/10/2015 12:00,Thimbirigasyaya,0.02315274
1/11/2015 12:00,Colombo,0
1/11/2015 12:00,Dehiwala,0
1/11/2015 12:00,Homagama,0
1/11/2015 12:00,Kaduwela,0
1/11/2015 12:00,Kesbewa,0
1/11/2015 12:00,Kolonnawa,0
1/11/2015 12:00,Maharagama,0
1/11/2015 12:00,Moratuwa,0
1/11/2015 12:00,Padukka,0.3991127
1/11/2015 12:00,Ratmalana,0
1/11/2015 12:00,Seethawaka,0.03451109
1/11/2015 12:00,Sri Jayawardanapura Kotte,0
1/11/2015 12:00,Thimbirigasyaya,0
1/12/2015 12:00,Colombo,0
1/12/2015 12:00,Dehiwala,0
1/12/2015 12:00,Homagama,0
1/12/2015 12:00,Kaduwela,0
1/12/2015 12:00,Kesbewa,0
1/12/2015 12:00,Kolonnawa,0
1/12/2015 12:00,Maharagama,0
1/12/2015 12:00,Moratuwa,0
1/12/2015 12:00,Padukka,0.15825033
1/12/2015 12:00,Ratmalana,0
1/12/2015 12:00,Seethawaka,0.05096197
1/12/2015 12:00,Sri Jayawardanapura Kotte,0
1/12/2015 12:00,Thimbirigasyaya,0
1/13/2015 12:00,Colombo,0.04127024
1/13/2015 12:00,Dehiwala,0.04127024
1/13/2015 12:00,Homagama,0.04127024
1/13/2015 12:00,Kaduwela,0.04127024
1/13/2015 12:00,Kesbewa,0.04127024
1/13/2015 12:00,Kolonnawa,0.04127024
1/13/2015 12:00,Maharagama,0.04127024
1/13/2015 12:00,Moratuwa,0.04127024
1/13/2015 12:00,Padukka,0.20354387
1/13/2015 12:00,Ratmalana,0.04127024
1/13/2015 12:00,Seethawaka,0.055038918
1/13/2015 12:00,Sri Jayawardanapura Kotte,0.04127024
1/13/2015 12:00,Thimbirigasyaya,0.04127024
1/14/2015 12:00,Colombo,1.4928104
1/14/2015 12:00,Dehiwala,1.4928104
1/14/2015 12:00,Homagama,4.0200768
1/14/2015 12:00,Kaduwela,3.8933873
1/14/2015 12:00,Kesbewa,2.618444
1/14/2015 12:00,Kolonnawa,1.4928104
1/14/2015 12:00,Maharagama,1.4928104
1/14/2015 12:00,Moratuwa,2.618444
1/14/2015 12:00,Padukka,8.774203
1/14/2015 12:00,Ratmalana,2.618444
1/14/2015 12:00,Seethawaka,9.579134
1/14/2015 12:00,Sri Jayawardanapura Kotte,1.4928104
1/14/2015 12:00,Thimbirigasyaya,1.4928104
1/15/2015 12:00,Colombo,57.08964
1/15/2015 12:00,Dehiwala,57.08964
1/15/2015 12:00,Homagama,47.946346
1/15/2015 12:00,Kaduwela,50.825787
1/15/2015 12:00,Kesbewa,50.683098
1/15/2015 12:00,Kolonnawa,57.08964
1/15/2015 12:00,Maharagama,57.08964
1/15/2015 12:00,Moratuwa,50.683098
1/15/2015 12:00,Padukka,41.792465
1/15/2015 12:00,Ratmalana,50.683098
1/15/2015 12:00,Seethawaka,44.85716
1/15/2015 12:00,Sri Jayawardanapura Kotte,57.08964
1/15/2015 12:00,Thimbirigasyaya,57.08964
1/16/2015 12:00,Colombo,23.189127
1/16/2015 12:00,Dehiwala,23.189127
1/16/2015 12:00,Homagama,23.798525
1/16/2015 12:00,Kaduwela,23.78726
1/16/2015 12:00,Kesbewa,22.66717
1/16/2015 12:00,Kolonnawa,23.189127
1/16/2015 12:00,Maharagama,23.189127
1/16/2015 12:00,Moratuwa,22.66717
1/16/2015 12:00,Padukka,30.025364
1/16/2015 12:00,Ratmalana,22.66717
1/16/2015 12:00,Seethawaka,28.165163
1/16/2015 12:00,Sri Jayawardanapura Kotte,23.189127
1/16/2015 12:00,Thimbirigasyaya,23.189127
1/17/2015 12:00,Colombo,0.9884834
1/17/2015 12:00,Dehiwala,0.9884834
1/17/2015 12:00,Homagama,4.2732954
1/17/2015 12:00,Kaduwela,1.8235445
1/17/2015 12:00,Kesbewa,5.3118467
1/17/2015 12:00,Kolonnawa,0.9884834
1/17/2015 12:00,Maharagama,0.9884834
1/17/2015 12:00,Moratuwa,5.3118467
1/17/2015 12:00,Padukka,11.866808
1/17/2015 12:00,Ratmalana,5.3118467
1/17/2015 12:00,Seethawaka,6.829262
1/17/2015 12:00,Sri Jayawardanapura Kotte,0.9884834
1/17/2015 12:00,Thimbirigasyaya,0.9884834
1/18/2015 12:00,Colombo,0.061154366
1/18/2015 12:00,Dehiwala,0.061154366
1/18/2015 12:00,Homagama,0.2220869
1/18/2015 12:00,Kaduwela,0.06902218
1/18/2015 12:00,Kesbewa,0.42164326
1/18/2015 12:00,Kolonnawa,0.061154366
1/18/2015 12:00,Maharagama,0.061154366
1/18/2015 12:00,Moratuwa,0.42164326
1/18/2015 12:00,Padukka,1.0780692
1/18/2015 12:00,Ratmalana,0.42164326
1/18/2015 12:00,Seethawaka,0.43201447
1/18/2015 12:00,Sri Jayawardanapura Kotte,0.061154366
1/18/2015 12:00,Thimbirigasyaya,0.061154366
1/19/2015 12:00,Colombo,0.073599696
1/19/2015 12:00,Dehiwala,0.073599696
1/19/2015 12:00,Homagama,1.2403606
1/19/2015 12:00,Kaduwela,0.27172554
1/19/2015 12:00,Kesbewa,0.8095978
1/19/2015 12:00,Kolonnawa,0.073599696
1/19/2015 12:00,Maharagama,0.073599696
1/19/2015 12:00,Moratuwa,0.8095978
1/19/2015 12:00,Padukka,6.7614193
1/19/2015 12:00,Ratmalana,0.8095978
1/19/2015 12:00,Seethawaka,0.8723615
1/19/2015 12:00,Sri Jayawardanapura Kotte,0.073599696
1/19/2015 12:00,Thimbirigasyaya,0.073599696
1/20/2015 12:00,Colombo,0.012731552
1/20/2015 12:00,Dehiwala,0.012731552
1/20/2015 12:00,Homagama,0.07674694
1/20/2015 12:00,Kaduwela,0.02810955
1/20/2015 12:00,Kesbewa,0.048315525
1/20/2015 12:00,Kolonnawa,0.012731552
1/20/2015 12:00,Maharagama,0.012731552
1/20/2015 12:00,Moratuwa,0.048315525
1/20/2015 12:00,Padukka,1.9015429
1/20/2015 12:00,Ratmalana,0.048315525
1/20/2015 12:00,Seethawaka,1.9142387
1/20/2015 12:00,Sri Jayawardanapura Kotte,0.012731552
1/20/2015 12:00,Thimbirigasyaya,0.012731552
1/21/2015 12:00,Colombo,0
1/21/2015 12:00,Dehiwala,0
1/21/2015 12:00,Homagama,0
1/21/2015 12:00,Kaduwela,0
1/21/2015 12:00,Kesbewa,0
1/21/2015 12:00,Kolonnawa,0
1/21/2015 12:00,Maharagama,0
1/21/2015 12:00,Moratuwa,0
1/21/2015 12:00,Padukka,0.0949502
1/21/2015 12:00,Ratmalana,0
1/21/2015 12:00,Seethawaka,0.00679493
1/21/2015 12:00,Sri Jayawardanapura Kotte,0
1/21/2015 12:00,Thimbirigasyaya,0
1/22/2015 12:00,Colombo,0.030827522
1/22/2015 12:00,Dehiwala,0.030827522
1/22/2015 12:00,Homagama,0.12845993
1/22/2015 12:00,Kaduwela,0.07874966
1/22/2015 12:00,Kesbewa,0.075531006
1/22/2015 12:00,Kolonnawa,0.030827522
1/22/2015 12:00,Maharagama,0.030827522
1/22/2015 12:00,Moratuwa,0.075531006
1/22/2015 12:00,Padukka,2.9481769
1/22/2015 12:00,Ratmalana,0.075531006
1/22/2015 12:00,Seethawaka,3.2975788
1/22/2015 12:00,Sri Jayawardanapura Kotte,0.030827522
1/22/2015 12:00,Thimbirigasyaya,0.030827522
1/23/2015 12:00,Colombo,0.1001358
1/23/2015 12:00,Dehiwala,0.1001358
1/23/2015 12:00,Homagama,0.29879808
1/23/2015 12:00,Kaduwela,0.13232231
1/23/2015 12:00,Kesbewa,0.35870075
1/23/2015 12:00,Kolonnawa,0.1001358
1/23/2015 12:00,Maharagama,0.1001358
1/23/2015 12:00,Moratuwa,0.35870075
1/23/2015 12:00,Padukka,2.5674105
1/23/2015 12:00,Ratmalana,0.35870075
1/23/2015 12:00,Seethawaka,2.2514462
1/23/2015 12:00,Sri Jayawardanapura Kotte,0.1001358
1/23/2015 12:00,Thimbirigasyaya,0.1001358
1/24/2015 12:00,Colombo,7.465124
1/24/2015 12:00,Dehiwala,7.465124
1/24/2015 12:00,Homagama,29.639305
1/24/2015 12:00,Kaduwela,17.002344
1/24/2015 12:00,Kesbewa,19.592644
1/24/2015 12:00,Kolonnawa,7.465124
1/24/2015 12:00,Maharagama,7.465124
1/24/2015 12:00,Moratuwa,19.592644
1/24/2015 12:00,Padukka,120.548935
1/24/2015 12:00,Ratmalana,19.592644
1/24/2015 12:00,Seethawaka,75.6543
1/24/2015 12:00,Sri Jayawardanapura Kotte,7.465124
1/24/2015 12:00,Thimbirigasyaya,7.465124
1/25/2015 12:00,Colombo,4.826367
1/25/2015 12:00,Dehiwala,4.826367
1/25/2015 12:00,Homagama,11.365414
1/25/2015 12:00,Kaduwela,6.1722994
1/25/2015 12:00,Kesbewa,13.093829
1/25/2015 12:00,Kolonnawa,4.826367
1/25/2015 12:00,Maharagama,4.826367
1/25/2015 12:00,Moratuwa,13.093829
1/25/2015 12:00,Padukka,39.48203
1/25/2015 12:00,Ratmalana,13.093829
1/25/2015 12:00,Seethawaka,13.360083
1/25/2015 12:00,Sri Jayawardanapura Kotte,4.826367
1/25/2015 12:00,Thimbirigasyaya,4.826367
1/26/2015 12:00,Colombo,0.2374649
1/26/2015 12:00,Dehiwala,0.2374649
1/26/2015 12:00,Homagama,0.59840083
1/26/2015 12:00,Kaduwela,0.23370981
1/26/2015 12:00,Kesbewa,0.3771186
1/26/2015 12:00,Kolonnawa,0.2374649
1/26/2015 12:00,Maharagama,0.2374649
1/26/2015 12:00,Moratuwa,0.3771186
1/26/2015 12:00,Padukka,5.7693424
1/26/2015 12:00,Ratmalana,0.3771186
1/26/2015 12:00,Seethawaka,3.8550496
1/26/2015 12:00,Sri Jayawardanapura Kotte,0.2374649
1/26/2015 12:00,Thimbirigasyaya,0.2374649
1/27/2015 12:00,Colombo,0.102531895
1/27/2015 12:00,Dehiwala,0.102531895
1/27/2015 12:00,Homagama,0.42895675
1/27/2015 12:00,Kaduwela,0.30691624
1/27/2015 12:00,Kesbewa,0.23413897
1/27/2015 12:00,Kolonnawa,0.102531895
1/27/2015 12:00,Maharagama,0.102531895
1/27/2015 12:00,Moratuwa,0.23413897
1/27/2015 12:00,Padukka,3.3888638
1/27/2015 12:00,Ratmalana,0.23413897
1/27/2015 12:00,Seethawaka,3.354978
1/27/2015 12:00,Sri Jayawardanapura Kotte,0.102531895
1/27/2015 12:00,Thimbirigasyaya,0.102531895
1/28/2015 12:00,Colombo,3.3706427
1/28/2015 12:00,Dehiwala,3.3706427
1/28/2015 12:00,Homagama,7.160604
1/28/2015 12:00,Kaduwela,7.152915
1/28/2015 12:00,Kesbewa,3.8552284
1/28/2015 12:00,Kolonnawa,3.3706427
1/28/2015 12:00,Maharagama,3.3706427
1/28/2015 12:00,Moratuwa,3.8552284
1/28/2015 12:00,Padukka,19.335688
1/28/2015 12:00,Ratmalana,3.8552284
1/28/2015 12:00,Seethawaka,20.373703
1/28/2015 12:00,Sri Jayawardanapura Kotte,3.3706427
1/28/2015 12:00,Thimbirigasyaya,3.3706427
1/29/2015 12:00,Colombo,265.59314
1/29/2015 12:00,Dehiwala,265.59314
1/29/2015 12:00,Homagama,264.94385
1/29/2015 12:00,Kaduwela,279.56317
1/29/2015 12:00,Kesbewa,229.69302
1/29/2015 12:00,Kolonnawa,265.59314
1/29/2015 12:00,Maharagama,265.59314
1/29/2015 12:00,Moratuwa,229.69302
1/29/2015 12:00,Padukka,353.4947
1/29/2015 12:00,Ratmalana,229.69302
1/29/2015 12:00,Seethawaka,379.59186
1/29/2015 12:00,Sri Jayawardanapura Kotte,265.59314
1/29/2015 12:00,Thimbirigasyaya,265.59314
1/30/2015 12:00,Colombo,85.78277
1/30/2015 12:00,Dehiwala,85.78277
1/30/2015 12:00,Homagama,89.6582
1/30/2015 12:00,Kaduwela,94.022514
1/30/2015 12:00,Kesbewa,79.49174
1/30/2015 12:00,Kolonnawa,85.78277
1/30/2015 12:00,Maharagama,85.78277
1/30/2015 12:00,Moratuwa,79.49174
1/30/2015 12:00,Padukka,130.9871
1/30/2015 12:00,Ratmalana,79.49174
1/30/2015 12:00,Seethawaka,144.5228
1/30/2015 12:00,Sri Jayawardanapura Kotte,85.78277
1/30/2015 12:00,Thimbirigasyaya,85.78277
1/31/2015 12:00,Colombo,0.31650066
1/31/2015 12:00,Dehiwala,0.31650066
1/31/2015 12:00,Homagama,0.44721365
1/31/2015 12:00,Kaduwela,0.28896332
1/31/2015 12:00,Kesbewa,0.44739246
1/31/2015 12:00,Kolonnawa,0.31650066
1/31/2015 12:00,Maharagama,0.31650066
1/31/2015 12:00,Moratuwa,0.44739246
1/31/2015 12:00,Padukka,4.1686893
1/31/2015 12:00,Ratmalana,0.44739246
1/31/2015 12:00,Seethawaka,3.6358237
1/31/2015 12:00,Sri Jayawardanapura Kotte,0.31650066
1/31/2015 12:00,Thimbirigasyaya,0.31650066
2/1/2015 12:00,Colombo,0.030434132
2/1/2015 12:00,Dehiwala,0.030434132
2/1/2015 12:00,Homagama,0.3291428
2/1/2015 12:00,Kaduwela,0.08497238
2/1/2015 12:00,Kesbewa,0.20388365
2/1/2015 12:00,Kolonnawa,0.030434132
2/1/2015 12:00,Maharagama,0.030434132
2/1/2015 12:00,Moratuwa,0.20388365
2/1/2015 12:00,Padukka,2.2494254
2/1/2015 12:00,Ratmalana,0.20388365
2/1/2015 12:00,Seethawaka,1.2233019
2/1/2015 12:00,Sri Jayawardanapura Kotte,0.030434132
2/1/2015 12:00,Thimbirigasyaya,0.030434132
2/2/2015 12:00,Colombo,1.5084743
2/2/2015 12:00,Dehiwala,1.5084743
2/2/2015 12:00,Homagama,5.976677
2/2/2015 12:00,Kaduwela,1.911521
2/2/2015 12:00,Kesbewa,6.5996647
2/2/2015 12:00,Kolonnawa,1.5084743
2/2/2015 12:00,Maharagama,1.5084743
2/2/2015 12:00,Moratuwa,6.5996647
2/2/2015 12:00,Padukka,35.81822
2/2/2015 12:00,Ratmalana,6.5996647
2/2/2015 12:00,Seethawaka,13.85808
2/2/2015 12:00,Sri Jayawardanapura Kotte,1.5084743
2/2/2015 12:00,Thimbirigasyaya,1.5084743
2/3/2015 12:00,Colombo,105.71015
2/3/2015 12:00,Dehiwala,105.71015
2/3/2015 12:00,Homagama,128.70857
2/3/2015 12:00,Kaduwela,117.58214
2/3/2015 12:00,Kesbewa,116.43684
2/3/2015 12:00,Kolonnawa,105.71015
2/3/2015 12:00,Maharagama,105.71015
2/3/2015 12:00,Moratuwa,116.43684
2/3/2015 12:00,Padukka,221.40866
2/3/2015 12:00,Ratmalana,116.43684
2/3/2015 12:00,Seethawaka,168.48395
2/3/2015 12:00,Sri Jayawardanapura Kotte,105.71015
2/3/2015 12:00,Thimbirigasyaya,105.71015
2/4/2015 12:00,Colombo,15.495658
2/4/2015 12:00,Dehiwala,15.495658
2/4/2015 12:00,Homagama,11.584818
2/4/2015 12:00,Kaduwela,11.693001
2/4/2015 12:00,Kesbewa,13.079524
2/4/2015 12:00,Kolonnawa,15.495658
2/4/2015 12:00,Maharagama,15.495658
2/4/2015 12:00,Moratuwa,13.079524
2/4/2015 12:00,Padukka,14.613748
2/4/2015 12:00,Ratmalana,13.079524
2/4/2015 12:00,Seethawaka,11.81835
2/4/2015 12:00,Sri Jayawardanapura Kotte,15.495658
2/4/2015 12:00,Thimbirigasyaya,15.495658
2/5/2015 12:00,Colombo,10.283303
2/5/2015 12:00,Dehiwala,10.283303
2/5/2015 12:00,Homagama,11.979175
2/5/2015 12:00,Kaduwela,8.444381
2/5/2015 12:00,Kesbewa,16.899776
2/5/2015 12:00,Kolonnawa,10.283303
2/5/2015 12:00,Maharagama,10.283303
2/5/2015 12:00,Moratuwa,16.899776
2/5/2015 12:00,Padukka,21.747246
2/5/2015 12:00,Ratmalana,16.899776
2/5/2015 12:00,Seethawaka,14.482033
2/5/2015 12:00,Sri Jayawardanapura Kotte,10.283303
2/5/2015 12:00,Thimbirigasyaya,10.283303
2/6/2015 12:00,Colombo,202.69131
2/6/2015 12:00,Dehiwala,202.69131
2/6/2015 12:00,Homagama,175.44884
2/6/2015 12:00,Kaduwela,176.4316
2/6/2015 12:00,Kesbewa,187.12788
2/6/2015 12:00,Kolonnawa,202.69131
2/6/2015 12:00,Maharagama,202.69131
2/6/2015 12:00,Moratuwa,187.12788
2/6/2015 12:00,Padukka,180.47495
2/6/2015 12:00,Ratmalana,187.12788
2/6/2015 12:00,Seethawaka,160.81747
2/6/2015 12:00,Sri Jayawardanapura Kotte,202.69131
2/6/2015 12:00,Thimbirigasyaya,202.69131
2/7/2015 12:00,Colombo,0.030968338
2/7/2015 12:00,Dehiwala,0.030968338
2/7/2015 12:00,Homagama,0.05278364
2/7/2015 12:00,Kaduwela,0.038120896
2/7/2015 12:00,Kesbewa,0.044915825
2/7/2015 12:00,Kolonnawa,0.030968338
2/7/2015 12:00,Maharagama,0.030968338
2/7/2015 12:00,Moratuwa,0.044915825
2/7/2015 12:00,Padukka,0.83741915
2/7/2015 12:00,Ratmalana,0.044915825
2/7/2015 12:00,Seethawaka,0.24447218
2/7/2015 12:00,Sri Jayawardanapura Kotte,0.030968338
2/7/2015 12:00,Thimbirigasyaya,0.030968338
2/8/2015 12:00,Colombo,0.010442731
2/8/2015 12:00,Dehiwala,0.010442731
2/8/2015 12:00,Homagama,0.010442731
2/8/2015 12:00,Kaduwela,0.010442731
2/8/2015 12:00,Kesbewa,0.010442731
2/8/2015 12:00,Kolonnawa,0.010442731
2/8/2015 12:00,Maharagama,0.010442731
2/8/2015 12:00,Moratuwa,0.010442731
2/8/2015 12:00,Padukka,1.0411264
2/8/2015 12:00,Ratmalana,0.010442731
2/8/2015 12:00,Seethawaka,0.88055146
2/8/2015 12:00,Sri Jayawardanapura Kotte,0.010442731
2/8/2015 12:00,Thimbirigasyaya,0.010442731
2/9/2015 12:00,Colombo,88.3531
2/9/2015 12:00,Dehiwala,88.3531
2/9/2015 12:00,Homagama,65.83507
2/9/2015 12:00,Kaduwela,66.73235
2/9/2015 12:00,Kesbewa,73.64601
2/9/2015 12:00,Kolonnawa,88.3531
2/9/2015 12:00,Maharagama,88.3531
2/9/2015 12:00,Moratuwa,73.64601
2/9/2015 12:00,Padukka,92.53323
2/9/2015 12:00,Ratmalana,73.64601
2/9/2015 12:00,Seethawaka,78.00621
2/9/2015 12:00,Sri Jayawardanapura Kotte,88.3531
2/9/2015 12:00,Thimbirigasyaya,88.3531
2/10/2015 12:00,Colombo,240.36044
2/10/2015 12:00,Dehiwala,240.36044
2/10/2015 12:00,Homagama,221.76639
2/10/2015 12:00,Kaduwela,231.19424
2/10/2015 12:00,Kesbewa,213.53494
2/10/2015 12:00,Kolonnawa,240.36044
2/10/2015 12:00,Maharagama,240.36044
2/10/2015 12:00,Moratuwa,213.53494
2/10/2015 12:00,Padukka,310.0159
2/10/2015 12:00,Ratmalana,213.53494
2/10/2015 12:00,Seethawaka,312.8949
2/10/2015 12:00,Sri Jayawardanapura Kotte,240.36044
2/10/2015 12:00,Thimbirigasyaya,240.36044
2/11/2015 12:00,Colombo,136.77196
2/11/2015 12:00,Dehiwala,136.77196
2/11/2015 12:00,Homagama,132.2537
2/11/2015 12:00,Kaduwela,142.83698
2/11/2015 12:00,Kesbewa,114.635864
2/11/2015 12:00,Kolonnawa,136.77196
2/11/2015 12:00,Maharagama,136.77196
2/11/2015 12:00,Moratuwa,114.635864
2/11/2015 12:00,Padukka,150.78848
2/11/2015 12:00,Ratmalana,114.635864
2/11/2015 12:00,Seethawaka,164.03912
2/11/2015 12:00,Sri Jayawardanapura Kotte,136.77196
2/11/2015 12:00,Thimbirigasyaya,136.77196
2/12/2015 12:00,Colombo,71.402405
2/12/2015 12:00,Dehiwala,71.402405
2/12/2015 12:00,Homagama,80.99416
2/12/2015 12:00,Kaduwela,81.54455
2/12/2015 12:00,Kesbewa,65.29323
2/12/2015 12:00,Kolonnawa,71.402405
2/12/2015 12:00,Maharagama,71.402405
2/12/2015 12:00,Moratuwa,65.29323
2/12/2015 12:00,Padukka,113.75198
2/12/2015 12:00,Ratmalana,65.29323
2/12/2015 12:00,Seethawaka,106.21417
2/12/2015 12:00,Sri Jayawardanapura Kotte,71.402405
2/12/2015 12:00,Thimbirigasyaya,71.402405
2/13/2015 12:00,Colombo,153.70645
2/13/2015 12:00,Dehiwala,153.70645
2/13/2015 12:00,Homagama,214.44168
2/13/2015 12:00,Kaduwela,228.07658
2/13/2015 12:00,Kesbewa,142.09355
2/13/2015 12:00,Kolonnawa,153.70645
2/13/2015 12:00,Maharagama,153.70645
2/13/2015 12:00,Moratuwa,142.09355
2/13/2015 12:00,Padukka,292.17996
2/13/2015 12:00,Ratmalana,142.09355
2/13/2015 12:00,Seethawaka,321.72968
2/13/2015 12:00,Sri Jayawardanapura Kotte,153.70645
2/13/2015 12:00,Thimbirigasyaya,153.70645
2/14/2015 12:00,Colombo,0.49949682
2/14/2015 12:00,Dehiwala,0.49949682
2/14/2015 12:00,Homagama,0.41822588
2/14/2015 12:00,Kaduwela,0.3610948
2/14/2015 12:00,Kesbewa,0.4801849
2/14/2015 12:00,Kolonnawa,0.49949682
2/14/2015 12:00,Maharagama,0.49949682
2/14/2015 12:00,Moratuwa,0.4801849
2/14/2015 12:00,Padukka,1.2720624
2/14/2015 12:00,Ratmalana,0.4801849
2/14/2015 12:00,Seethawaka,0.26042256
2/14/2015 12:00,Sri Jayawardanapura Kotte,0.49949682
2/14/2015 12:00,Thimbirigasyaya,0.49949682
